sheet_name,voce_code,component_order,component_type,description,unit_measure,quantity,unit_price,total_price
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,42,noli e trasporti,Nolo attrezzature elettriche,h / mq,0.200000,8.000000,1.600000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,43,manodopera,Op. Qualificato (MO1003),h / mq,0.200000,27.080000,5.416000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,44,manodopera,Op. Specializzato (MO1002),h / mq,0.200000,29.220000,5.844000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,45,manodopera,Op. Qualificato (MO1003),h / mq,0.150000,27.080000,4.062000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,46,manodopera,Op. Specializzato (MO1002),h / mq,0.150000,29.220000,4.383000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,47,materiale,190131 - Kimitech CBA 420,Kg / mq,1.200000,232.800000,279.360000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,48,materiale,020061 - Kimitech CMP (incollaggio+impregnazione),Kg / mq,1.000000,35.360000,35.360000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,49,noli e trasporti,Nolo attrezzature elettriche,h / mq,0.200000,8.000000,1.600000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,50,manodopera,Op. Qualificato (MO1003),h / mq,0.200000,27.080000,5.416000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,51,manodopera,Op. Specializzato (MO1002),h / mq,0.200000,29.220000,5.844000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,52,manodopera,Op. Qualificato (MO1003),h / mq,0.150000,27.080000,4.062000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,53,manodopera,Op. Specializzato (MO1002),h / mq,0.150000,29.220000,4.383000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,54,materiale,190131 - Kimitech CBA 420,Kg / mq,1.200000,232.800000,279.360000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,55,materiale,020061 - Kimitech CMP (incollaggio+impregnazione),Kg / mq,1.000000,35.360000,35.360000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,56,noli e trasporti,Nolo attrezzature elettriche,h / mq,0.200000,8.000000,1.600000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,57,manodopera,Op. Qualificato (MO1003),h / mq,0.200000,27.080000,5.416000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,58,manodopera,Op. Specializzato (MO1002),h / mq,0.200000,29.220000,5.844000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,59,manodopera,Op. Qualificato (MO1003),h / mq,0.150000,27.080000,4.062000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,60,manodopera,Op. Specializzato (MO1002),h / mq,0.150000,29.220000,4.383000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,61,materiale,190131 - Kimitech CBA 420,Kg / mq,1.200000,232.800000,279.360000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,62,materiale,020061 - Kimitech CMP (incollaggio+impregnazione),Kg / mq,1.000000,35.360000,35.360000
Rinforzo sistemi compositi,RinStr_vc_2.h.2 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza_PER STRATI SUCCESSIVI AL PRIMO,63,noli e trasporti,Nolo attrezzature elettriche,h / mq,0.200000,8.000000,1.600000
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,1,lavorazione,1 - Applicazione primer,,,,
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,2,lavorazione,1 - Applicazione primer,,,,
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,3,lavorazione,1 - Applicazione primer,,,,
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,4,lavorazione,1 - Applicazione primer,,,,
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,5,lavorazione,1 - Applicazione primer,,,,
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,6,lavorazione,1 - Applicazione primer,,,,
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,7,lavorazione,1 - Applicazione primer,,,,
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,8,manodopera,Op. Qualificato (MO1003),h / mq,0.100000,27.080000,2.708000
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,9,manodopera,Op. Specializzato (MO1002),h / mq,0.100000,29.220000,2.922000
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,10,lavorazione,2 - Applicazione resina di incollaggio,,,,
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,11,lavorazione,2 - Applicazione resina di incollaggio,,,,
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,12,lavorazione,2 - Applicazione resina di incollaggio,,,,
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,13,lavorazione,2 - Applicazione resina di incollaggio,,,,
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,14,lavorazione,2 - Applicazione resina di incollaggio,,,,
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,15,lavorazione,2 - Applicazione resina di incollaggio,,,,
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,16,lavorazione,2 - Applicazione resina di incollaggio,,,,
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,17,manodopera,Op. Qualificato (MO1003),h / mq,0.150000,27.080000,4.062000
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,18,manodopera,Op. Specializzato (MO1002),h / mq,0.150000,29.220000,4.383000
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,19,lavorazione,3 - Posa in opera del tessuto in fibra di carbonio,,,,
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,20,lavorazione,3 - Posa in opera del tessuto in fibra di carbonio,,,,
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,21,lavorazione,3 - Posa in opera del tessuto in fibra di carbonio,,,,
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,22,lavorazione,3 - Posa in opera del tessuto in fibra di carbonio,,,,
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,23,lavorazione,3 - Posa in opera del tessuto in fibra di carbonio,,,,
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,24,lavorazione,3 - Posa in opera del tessuto in fibra di carbonio,,,,
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,25,lavorazione,3 - Posa in opera del tessuto in fibra di carbonio,,,,
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,26,manodopera,Op. Qualificato (MO1003),h / mq,0.200000,27.080000,5.416000
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,27,manodopera,Op. Specializzato (MO1002),h / mq,0.200000,29.220000,5.844000
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,28,lavorazione,4 - Applicazione resina di impregnazione,,,,
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,29,lavorazione,4 - Applicazione resina di impregnazione,,,,
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,30,lavorazione,4 - Applicazione resina di impregnazione,,,,
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,31,lavorazione,4 - Applicazione resina di impregnazione,,,,
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,32,lavorazione,4 - Applicazione resina di impregnazione,,,,
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,33,lavorazione,4 - Applicazione resina di impregnazione,,,,
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,34,lavorazione,4 - Applicazione resina di impregnazione,,,,
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,35,manodopera,Op. Qualificato (MO1003),h / mq,0.150000,27.080000,4.062000
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,36,manodopera,Op. Specializzato (MO1002),h / mq,0.150000,29.220000,4.383000
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,37,materiale,040090 - Kimicover FIX (primer),Kg / mq,0.200000,17.920000,3.584000
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,38,materiale,190220 - Kimitech CBA 620,Kg / mq,1.200000,318.600000,382.320000
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,39,materiale,020061 - Kimitech CMP (incollaggio+impregnazione),Kg / mq,1.200000,35.360000,42.432000
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,40,noli e trasporti,Nolo attrezzature elettriche,h / mq,0.200000,8.000000,1.600000
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,41,manodopera,Op. Qualificato (MO1003),h / mq,0.100000,27.080000,2.708000
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,42,manodopera,Op. Specializzato (MO1002),h / mq,0.100000,29.220000,2.922000
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,43,manodopera,Op. Qualificato (MO1003),h / mq,0.150000,27.080000,4.062000
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,44,manodopera,Op. Specializzato (MO1002),h / mq,0.150000,29.220000,4.383000
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,45,manodopera,Op. Qualificato (MO1003),h / mq,0.200000,27.080000,5.416000
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,46,manodopera,Op. Specializzato (MO1002),h / mq,0.200000,29.220000,5.844000
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,47,manodopera,Op. Qualificato (MO1003),h / mq,0.150000,27.080000,4.062000
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,48,manodopera,Op. Specializzato (MO1002),h / mq,0.150000,29.220000,4.383000
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,49,materiale,040090 - Kimicover FIX (primer),Kg / mq,0.200000,17.920000,3.584000
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,50,materiale,190220 - Kimitech CBA 620,Kg / mq,1.200000,318.600000,382.320000
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,51,materiale,020061 - Kimitech CMP (incollaggio+impregnazione),Kg / mq,1.200000,35.360000,42.432000
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,52,noli e trasporti,Nolo attrezzature elettriche,h / mq,0.200000,8.000000,1.600000
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,53,manodopera,Op. Qualificato (MO1003),h / mq,0.100000,27.080000,2.708000
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,54,manodopera,Op. Specializzato (MO1002),h / mq,0.100000,29.220000,2.922000
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,55,manodopera,Op. Qualificato (MO1003),h / mq,0.150000,27.080000,4.062000
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,56,manodopera,Op. Specializzato (MO1002),h / mq,0.150000,29.220000,4.383000
Rinforzo sistemi compositi,RinStr_vc_2.i.1 - Rinforzo strutturale previo incollaggio ed impregnazione di tessuti in fibra di carbonio ad alta resistenza,57,manodopera,Op. Qualificato (MO1003),h / mq,0.200000,27.080000,5.416000
